time,x,y,z,gx,gy,gz,barometer
15.156,0.91,-0.65,0.55,0.05,3.38,2.07,1007.54
15.328,0.46,-0.59,0.62,0.97,1.55,1.11,1007.60
15.477,0.30,-0.62,0.66,0.25,0.66,0.28,1007.47
15.74,0.30,-0.62,0.66,0.36,0.38,0.12,1007.47
15.836,0.80,-0.59,0.48,-0.75,-2.56,-1.14,1007.47
15.988,0.76,-0.57,0.43,0.25,0.14,-0.23,1007.50
16.159,0.82,-0.56,0.40,0.11,0.12,0.04,1007.50
16.347,0.46,-0.54,0.60,-0.13,3.31,1.86,1007.57
16.498,0.29,-0.59,0.65,0.41,0.81,0.36,1007.56
16.664,0.30,-0.64,0.59,-0.11,-2.22,-0.85,1007.47
16.832,0.68,-0.56,0.52,0.51,-1.92,-1.52,1007.53
16.989,0.76,-0.56,0.44,0.19,0.11,-0.07,1007.42
17.158,0.82,-0.61,0.41,0.03,2.37,1.29,1007.50
17.349,0.54,-0.57,0.48,2.50,2.31,1.16,1007.51
17.485,0.29,-0.61,0.68,-0.10,0.45,0.07,1007.43
17.663,0.22,-0.70,0.68,-0.36,-2.30,0.60,1007.42
17.74,0.31,-0.73,0.62,-1.45,-1.44,-0.21,1007.52
18.01,0.31,-0.73,0.62,-1.45,-1.44,-0.21,1007.55
18.124,0.74,-0.60,0.44,-0.14,0.02,-0.23,1007.50
18.341,0.65,-0.58,0.43,0.15,3.13,1.40,1007.40
18.484,0.41,-0.56,0.54,1.20,1.44,0.54,1007.47
18.669,0.22,-0.60,0.68,0.27,0.19,0.14,1007.53
18.855,0.33,-0.70,0.60,-1.51,-1.51,-1.18,1007.47
18.991,0.55,-0.58,0.49,0.69,-1.45,-2.04,1007.51
19.173,0.89,-0.69,0.43,0.24,-1.35,-0.63,1007.47
19.326,0.96,-0.66,0.49,-0.24,-0.14,0.01,1007.55
19.497,0.63,-0.67,0.54,0.04,0.92,0.92,1007.48
19.659,0.48,-0.65,0.57,-0.20,0.10,0.76,1007.48
19.817,0.42,-0.64,0.61,0.45,0.38,0.07,1007.60
19.982,0.39,-0.69,0.61,0.46,0.13,0.18,1007.55
20.251,0.38,-0.67,0.62,0.46,0.13,0.18,1007.55
20.346,0.38,-0.67,0.62,-0.06,0.09,0.05,1007.56
20.494,0.39,-0.67,0.64,0.06,-0.04,0.01,1007.44
20.674,0.40,-0.67,0.65,-0.23,-0.26,-0.04,1007.40
